id,book_id,member_id,loan_date,return_date,status
1675,3143,1397,2024-03-24,2024-04-23,RETURNED
1676,2309,1390,2024-11-25,,OUT
1677,2890,1440,2024-10-18,,OUT
1678,2614,186,2024-06-02,2024-06-22,RETURNED
1679,3003,932,2024-03-11,2024-04-02,RETURNED
1680,4599,206,2024-07-12,2024-08-05,RETURNED
1681,2659,1272,2024-08-02,,OUT
1682,1143,787,2024-08-17,,OUT
1683,3412,1212,2024-08-23,2024-09-16,RETURNED
1684,580,1221,2024-09-11,2024-10-05,RETURNED
1685,1801,250,2024-06-04,2024-06-09,RETURNED
1686,2170,1618,2024-09-07,2024-10-04,RETURNED
1687,4841,764,2024-08-06,,OUT
1688,147,1416,2024-03-20,2024-04-02,RETURNED
1689,2756,130,2024-06-10,2024-06-15,RETURNED
1690,206,369,2024-05-08,2024-05-12,RETURNED
1691,2873,440,2024-07-12,,OUT
1692,1664,1215,2024-07-18,,OUT
1693,2668,1498,2024-08-08,2024-08-20,RETURNED
1694,1732,774,2024-03-19,,OUT
1695,3255,758,2024-05-24,2024-05-28,RETURNED
1696,4809,1718,2024-01-28,,OUT
1697,885,981,2024-01-26,2024-02-11,RETURNED
1698,4357,1847,2024-03-05,2024-03-09,RETURNED
1699,3910,861,2024-05-19,,OUT
1700,4821,1215,2024-08-10,,OUT
1701,2926,286,2024-05-15,2024-06-07,RETURNED
1702,2962,43,2024-09-03,2024-09-06,RETURNED
1703,1430,1264,2024-08-16,2024-08-22,RETURNED
1704,2902,1114,2024-10-06,2024-10-14,RETURNED
1705,1119,1334,2024-03-30,2024-04-16,RETURNED
1706,3883,725,2024-05-08,2024-05-29,RETURNED
1707,4753,55,2024-01-12,2024-01-27,RETURNED
1708,2482,141,2024-09-22,2024-10-13,RETURNED
1709,4610,613,2024-12-06,,OUT
1710,2682,77,2024-05-22,,OUT
1711,1669,1160,2024-02-03,2024-02-10,RETURNED
1712,366,45,2024-10-13,2024-10-24,RETURNED
1713,3960,1119,2024-08-25,2024-09-20,RETURNED
1714,2289,199,2024-06-10,2024-06-15,RETURNED
1715,4719,543,2024-04-15,,OUT
1716,2930,1993,2024-11-06,2024-12-05,RETURNED
1717,4400,300,2024-10-17,,OUT
1718,3962,434,2024-01-27,2024-02-12,RETURNED
1719,2042,1508,2024-11-12,2024-12-11,RETURNED
1720,259,992,2024-04-17,,OUT
1721,2650,1609,2024-08-02,2024-08-20,RETURNED
1722,2520,1913,2024-11-28,2024-11-29,RETURNED
1723,462,1455,2024-12-09,2024-12-18,RETURNED
1724,4842,1211,2024-04-22,2024-05-07,RETURNED
1725,4630,320,2024-09-08,2024-10-01,RETURNED
1726,4144,766,2024-07-07,,OUT
1727,621,780,2024-07-20,2024-08-01,RETURNED
1728,2385,1849,2024-04-27,2024-05-24,RETURNED
1729,2216,1105,2024-05-28,2024-06-21,RETURNED
1730,907,1297,2024-02-24,2024-03-21,RETURNED
1731,3778,183,2024-07-27,,OUT
1732,457,376,2024-05-23,2024-05-28,RETURNED
1733,4692,1731,2024-09-14,2024-10-12,RETURNED
1734,761,434,2024-12-18,2024-12-20,RETURNED
1735,1052,1467,2024-09-09,,OUT
1736,2928,984,2024-06-21,,OUT
1737,3345,1918,2024-03-31,,OUT
1738,2421,1088,2024-04-24,,OUT
1739,1419,1466,2024-03-12,2024-03-14,RETURNED
1740,903,197,2024-09-07,2024-09-25,RETURNED
1741,2965,198,2024-06-02,,OUT
1742,493,1507,2024-10-07,2024-10-27,RETURNED
1743,638,287,2024-05-28,2024-06-11,RETURNED
1744,3548,1148,2024-01-28,2024-02-01,RETURNED
1745,2782,1858,2024-07-23,,OUT
1746,2191,434,2024-08-24,2024-09-15,RETURNED
1747,842,630,2024-04-20,2024-05-09,RETURNED
1748,1297,1483,2024-01-08,2024-02-03,RETURNED
1749,2417,827,2024-04-13,,OUT
1750,2730,262,2024-02-16,2024-02-19,RETURNED
1751,1005,1013,2024-11-03,2024-12-01,RETURNED
1752,1377,113,2024-08-23,2024-09-04,RETURNED
1753,3918,1850,2024-03-16,2024-04-01,RETURNED
1754,3065,393,2024-04-22,,OUT
1755,2714,860,2024-07-05,2024-08-01,RETURNED
1756,1249,1205,2024-06-05,2024-06-09,RETURNED
1757,1228,1500,2024-09-19,2024-10-07,RETURNED
1758,2133,701,2024-04-04,2024-04-23,RETURNED
1759,3194,1436,2024-10-24,2024-11-14,RETURNED
1760,1893,464,2024-09-13,2024-09-29,RETURNED
1761,1475,1961,2024-08-06,2024-08-30,RETURNED
1762,3924,102,2024-08-30,2024-09-22,RETURNED
1763,1489,1595,2024-08-22,2024-09-09,RETURNED
1764,3976,495,2024-04-15,2024-05-08,RETURNED
1765,1537,1095,2024-11-20,,OUT
1766,3081,1244,2024-09-01,2024-09-03,RETURNED
1767,3670,1149,2024-04-27,2024-05-14,RETURNED
1768,3426,1751,2024-06-25,2024-07-13,RETURNED
1769,4976,1273,2024-02-28,2024-03-26,RETURNED
1770,2454,816,2024-12-27,2024-12-31,RETURNED
1771,1209,285,2024-09-23,2024-10-23,RETURNED
1772,2801,1859,2024-04-24,2024-05-14,RETURNED
1773,3312,1150,2024-10-11,2024-10-14,RETURNED
1774,385,1990,2024-03-24,2024-04-04,RETURNED
1775,3262,1381,2024-11-29,2024-12-16,RETURNED
1776,1367,1272,2024-10-28,2024-11-20,RETURNED
1777,3470,1535,2024-10-19,2024-11-03,RETURNED
1778,732,581,2024-08-10,2024-08-29,RETURNED
1779,4382,1250,2024-07-21,2024-08-11,RETURNED
1780,1611,2000,2024-03-07,2024-03-22,RETURNED
1781,2762,1972,2024-05-18,2024-06-15,RETURNED
1782,2690,756,2024-07-02,2024-07-28,RETURNED
1783,4461,1298,2024-04-09,2024-05-09,RETURNED
1784,4504,565,2024-01-02,,OUT
1785,1041,1134,2024-11-02,2024-11-13,RETURNED
1786,2313,637,2024-05-13,2024-06-09,RETURNED
1787,1027,1089,2024-11-02,2024-11-21,RETURNED
1788,1375,1971,2024-07-25,2024-08-24,RETURNED
1789,4334,1933,2024-03-04,,OUT
1790,740,206,2024-12-31,2024-12-31,RETURNED
1791,4378,683,2024-04-22,2024-05-12,RETURNED
1792,1337,1728,2024-10-31,2024-11-22,RETURNED
1793,4433,1940,2024-07-16,2024-07-28,RETURNED
1794,147,1682,2024-11-03,,OUT
1795,1073,654,2024-07-20,2024-07-22,RETURNED
1796,4333,12,2024-01-26,2024-01-28,RETURNED
1797,1951,1415,2024-10-07,2024-10-08,RETURNED
1798,3707,559,2024-02-26,,OUT
1799,393,19,2024-11-12,,OUT
1800,1831,151,2024-03-12,2024-03-27,RETURNED
1801,1165,1218,2024-12-28,2024-12-31,RETURNED
1802,2487,1655,2024-11-30,2024-12-25,RETURNED
1803,3700,522,2024-07-14,2024-07-20,RETURNED
1804,1453,831,2024-11-13,2024-11-15,RETURNED
1805,4083,790,2024-05-04,2024-05-17,RETURNED
1806,1827,1290,2024-02-14,2024-03-13,RETURNED
1807,1864,523,2024-06-20,2024-07-01,RETURNED
1808,2483,1602,2024-08-29,,OUT
1809,4049,1025,2024-01-28,2024-01-29,RETURNED
1810,3622,231,2024-03-27,2024-04-13,RETURNED
1811,3989,1161,2024-01-05,,OUT
1812,4021,1459,2024-08-06,,OUT
1813,2749,1960,2024-09-13,2024-09-21,RETURNED
1814,682,566,2024-06-13,2024-07-05,RETURNED
1815,1897,1519,2024-05-07,,OUT
1816,1104,432,2024-07-05,,OUT
1817,2654,403,2024-04-02,,OUT
1818,749,380,2024-12-15,2024-12-31,RETURNED
1819,2556,1242,2024-10-31,,OUT
1820,644,1625,2024-11-03,,OUT
1821,57,1511,2024-02-19,2024-02-24,RETURNED
1822,4199,551,2024-01-28,2024-02-24,RETURNED
1823,4060,288,2024-04-23,,OUT
1824,2134,806,2024-09-12,2024-10-12,RETURNED
1825,2993,336,2024-07-22,2024-08-16,RETURNED
1826,4820,1927,2024-01-23,2024-02-19,RETURNED
1827,1283,1817,2024-07-25,2024-08-11,RETURNED
1828,700,1658,2024-06-11,,OUT
1829,1945,1112,2024-04-02,2024-04-21,RETURNED
1830,3413,1247,2024-09-17,2024-10-10,RETURNED
1831,2293,1184,2024-12-20,2024-12-31,RETURNED
1832,4494,1331,2024-02-04,2024-03-02,RETURNED
1833,30,1331,2024-01-09,,OUT
1834,3066,1240,2024-02-28,2024-03-23,RETURNED
1835,3669,18,2024-08-18,,OUT
1836,2221,459,2024-11-18,2024-11-27,RETURNED
1837,3876,1286,2024-09-16,2024-09-21,RETURNED
1838,709,1680,2024-08-26,2024-09-02,RETURNED
1839,4555,1622,2024-10-16,,OUT
1840,2976,750,2024-01-05,2024-01-26,RETURNED
1841,2540,1314,2024-12-16,2024-12-22,RETURNED
1842,135,274,2024-05-23,,OUT
1843,1266,1072,2024-06-24,2024-07-06,RETURNED
1844,1182,1444,2024-06-23,,OUT
1845,4727,382,2024-05-26,2024-06-18,RETURNED
1846,425,1609,2024-11-23,2024-11-24,RETURNED
1847,2373,314,2024-12-05,2024-12-23,RETURNED
1848,2391,478,2024-03-31,2024-04-19,RETURNED
1849,1538,1478,2024-09-01,2024-09-03,RETURNED
1850,3930,1013,2024-03-09,,OUT
1851,2053,224,2024-05-23,2024-06-21,RETURNED
1852,1815,386,2024-04-03,2024-04-20,RETURNED
1853,4538,1746,2024-12-26,2024-12-31,RETURNED
1854,2320,657,2024-11-15,,OUT
1855,2680,17,2024-08-11,2024-08-30,RETURNED
1856,4543,999,2024-07-10,2024-07-21,RETURNED
1857,2855,1001,2024-03-26,,OUT
1858,4875,319,2024-07-09,2024-07-26,RETURNED
1859,3848,856,2024-05-15,2024-06-09,RETURNED
1860,3234,1174,2024-08-05,,OUT
1861,203,233,2024-07-28,,OUT
1862,1121,1474,2024-04-30,2024-05-15,RETURNED
1863,651,1577,2024-11-27,,OUT
1864,2767,1780,2024-07-06,,OUT
1865,361,1558,2024-06-27,2024-07-01,RETURNED
1866,3613,999,2024-06-17,2024-07-15,RETURNED
1867,4220,1716,2024-07-12,,OUT
1868,1947,1682,2024-07-09,2024-07-30,RETURNED
1869,3705,776,2024-07-14,,OUT
1870,410,1822,2024-10-26,,OUT
1871,3534,493,2024-03-25,,OUT
1872,1299,766,2024-04-06,2024-04-20,RETURNED
1873,302,1795,2024-08-19,,OUT
1874,1727,1599,2024-12-08,2024-12-12,RETURNED
1875,3213,1533,2024-10-12,2024-11-01,RETURNED
1876,3654,1080,2024-01-26,2024-02-03,RETURNED
1877,1099,473,2024-02-20,2024-03-10,RETURNED
1878,2756,1094,2024-07-24,,OUT
1879,638,1679,2024-09-09,,OUT
1880,4497,1620,2024-01-08,,OUT
1881,454,990,2024-02-18,2024-03-18,RETURNED
1882,3425,84,2024-02-27,,OUT
1883,2848,1053,2024-08-30,,OUT
1884,2431,130,2024-02-14,2024-03-10,RETURNED
1885,1986,1940,2024-10-20,2024-10-28,RETURNED
1886,92,1869,2024-04-18,2024-04-21,RETURNED
1887,511,757,2024-02-19,2024-03-03,RETURNED
1888,4376,172,2024-06-08,2024-06-22,RETURNED
1889,4783,1989,2024-12-20,2024-12-21,RETURNED
1890,3641,1884,2024-12-31,2024-12-31,RETURNED
1891,1943,1658,2024-03-16,2024-03-23,RETURNED
1892,863,581,2024-04-05,,OUT
1893,4410,293,2024-11-20,,OUT
1894,2264,1769,2024-04-05,2024-04-16,RETURNED
1895,862,1986,2024-07-10,,OUT
1896,2435,196,2024-01-22,2024-01-28,RETURNED
1897,2554,62,2024-11-03,2024-11-09,RETURNED
1898,3236,54,2024-12-19,2024-12-31,RETURNED
1899,1769,253,2024-02-20,,OUT
1900,17,1276,2024-07-28,2024-08-12,RETURNED
1901,3929,604,2024-02-01,2024-02-22,RETURNED
1902,674,1245,2024-05-15,,OUT
1903,1317,1041,2024-07-02,,OUT
1904,304,638,2024-04-12,,OUT
1905,69,1305,2024-01-03,2024-01-09,RETURNED
1906,1899,123,2024-06-11,,OUT
1907,4444,286,2024-08-28,2024-09-07,RETURNED
1908,2830,949,2024-12-25,2024-12-31,RETURNED
1909,2322,869,2024-12-10,,OUT
1910,3545,985,2024-11-30,2024-12-20,RETURNED
1911,4904,1132,2024-09-21,,OUT
1912,740,1274,2024-11-03,,OUT
1913,3623,1898,2024-05-06,2024-05-20,RETURNED
1914,3323,29,2024-08-07,,OUT
1915,4889,420,2024-08-22,2024-09-01,RETURNED
1916,2611,921,2024-05-24,,OUT
1917,2866,431,2024-11-10,2024-11-23,RETURNED
1918,272,1080,2024-07-28,,OUT
1919,2508,1046,2024-11-01,2024-11-02,RETURNED
1920,4583,751,2024-02-15,2024-02-25,RETURNED
1921,4742,872,2024-10-06,2024-10-19,RETURNED
1922,4449,1701,2024-12-25,2024-12-31,RETURNED
1923,3130,178,2024-09-21,2024-10-20,RETURNED
1924,528,1527,2024-04-30,,OUT
1925,1620,1459,2024-02-17,2024-03-16,RETURNED
1926,3860,756,2024-06-14,2024-07-05,RETURNED
1927,1707,1828,2024-12-03,2024-12-31,RETURNED
1928,7,1254,2024-04-12,2024-04-30,RETURNED
1929,4211,375,2024-11-12,2024-11-19,RETURNED
1930,3729,1265,2024-08-30,,OUT
1931,3270,1546,2024-09-05,2024-09-27,RETURNED
1932,4257,1143,2024-01-11,2024-01-30,RETURNED
1933,3363,1868,2024-03-24,,OUT
1934,780,540,2024-03-07,2024-03-11,RETURNED
1935,815,1357,2024-03-31,2024-04-08,RETURNED
1936,2217,1810,2024-01-06,,OUT
1937,2139,555,2024-11-19,,OUT
1938,3752,1815,2024-03-07,2024-04-04,RETURNED
1939,1011,1967,2024-03-30,,OUT
1940,3100,1828,2024-07-22,2024-08-17,RETURNED
1941,4703,1593,2024-12-27,2024-12-31,RETURNED
1942,1015,434,2024-11-08,,OUT
1943,2878,492,2024-01-23,,OUT
1944,1776,1613,2024-07-25,2024-08-01,RETURNED
1945,1755,1187,2024-06-19,2024-07-14,RETURNED
1946,2982,976,2024-08-30,2024-09-24,RETURNED
1947,3962,1601,2024-12-15,2024-12-31,RETURNED
1948,3165,209,2024-03-27,2024-04-25,RETURNED
1949,3435,738,2024-02-27,2024-03-07,RETURNED
1950,4880,328,2024-06-08,2024-07-05,RETURNED
1951,886,15,2024-01-31,2024-02-14,RETURNED
1952,4949,73,2024-01-10,2024-01-13,RETURNED
1953,4194,1994,2024-02-04,2024-02-12,RETURNED
1954,3384,834,2024-03-14,,OUT
1955,3161,1697,2024-08-06,,OUT
1956,1386,1551,2024-01-21,,OUT
1957,2236,750,2024-02-28,2024-03-23,RETURNED
1958,4137,1323,2024-09-28,2024-10-23,RETURNED
1959,4796,503,2024-05-15,2024-05-23,RETURNED
1960,578,119,2024-02-24,,OUT
1961,255,832,2024-01-27,,OUT
1962,2732,1197,2024-08-30,,OUT
1963,3187,236,2024-03-30,2024-04-10,RETURNED
1964,3010,723,2024-02-29,2024-03-30,RETURNED
1965,526,456,2024-03-06,,OUT
1966,1092,864,2024-08-09,2024-08-20,RETURNED
1967,351,1233,2024-10-03,,OUT
1968,439,1669,2024-11-16,2024-11-30,RETURNED
1969,4662,1891,2024-05-31,2024-06-24,RETURNED
1970,2302,668,2024-08-14,2024-09-08,RETURNED
1971,4516,563,2024-09-08,,OUT
1972,1721,725,2024-02-07,,OUT
1973,383,571,2024-12-31,,OUT
1974,2588,1042,2024-03-31,2024-04-10,RETURNED
1975,1814,1668,2024-07-19,,OUT
1976,4152,1484,2024-07-08,2024-08-02,RETURNED
1977,3956,1681,2024-11-17,,OUT
1978,1230,925,2024-09-19,2024-09-23,RETURNED
1979,640,941,2024-06-06,,OUT
1980,3578,222,2024-11-16,2024-11-19,RETURNED
1981,1349,47,2024-07-10,,OUT
1982,2197,1041,2024-04-11,2024-04-23,RETURNED
1983,3793,871,2024-10-02,,OUT
1984,2816,627,2024-02-04,,OUT
1985,596,582,2024-12-15,2024-12-31,RETURNED
1986,3895,1152,2024-02-08,2024-03-06,RETURNED
1987,2334,417,2024-11-04,2024-11-24,RETURNED
1988,3020,1699,2024-11-27,2024-12-15,RETURNED
1989,2121,906,2024-07-28,2024-07-29,RETURNED
1990,2788,610,2024-09-12,2024-09-21,RETURNED
1991,2186,1336,2024-06-21,,OUT
1992,2016,1872,2024-09-13,2024-09-29,RETURNED
1993,4263,259,2024-04-12,2024-05-12,RETURNED
1994,4053,1534,2024-11-26,2024-12-20,RETURNED
1995,1210,1298,2024-04-13,2024-05-05,RETURNED
1996,2426,82,2024-06-09,2024-06-25,RETURNED
1997,588,1612,2024-08-12,2024-09-02,RETURNED
1998,1908,321,2024-03-15,2024-03-29,RETURNED
1999,901,405,2024-09-23,,OUT
2000,1493,33,2024-12-13,2024-12-18,RETURNED
2001,4476,989,2024-12-02,2024-12-24,RETURNED
2002,2332,1479,2024-01-03,2024-01-17,RETURNED
2003,1473,991,2024-11-17,,OUT
2004,4743,708,2024-03-18,,OUT
2005,2412,260,2024-11-01,,OUT
2006,3761,529,2024-12-26,,OUT
2007,4256,273,2024-08-04,2024-08-05,RETURNED
2008,3967,713,2024-10-31,2024-11-29,RETURNED
2009,4213,1529,2024-02-24,2024-03-16,RETURNED
2010,617,1570,2024-02-20,2024-03-20,RETURNED
2011,650,1457,2024-03-06,,OUT
2012,118,1558,2024-04-07,2024-04-14,RETURNED
2013,3439,17,2024-10-03,,OUT
2014,4239,228,2024-06-28,2024-07-13,RETURNED
2015,2270,1196,2024-10-14,2024-11-06,RETURNED
2016,2908,1619,2024-11-19,,OUT
2017,368,1347,2024-12-30,2024-12-31,RETURNED
2018,4945,1344,2024-04-25,2024-05-08,RETURNED
2019,1855,745,2024-07-09,,OUT
2020,767,467,2024-05-03,2024-05-14,RETURNED
2021,4235,1477,2024-08-02,,OUT
2022,4154,1686,2024-06-26,,OUT
2023,2686,1293,2024-01-05,2024-01-14,RETURNED
2024,4545,781,2024-11-30,,OUT
2025,391,161,2024-07-26,2024-07-31,RETURNED
2026,480,3,2024-01-25,,OUT
2027,1350,214,2024-11-10,2024-11-28,RETURNED
2028,4662,447,2024-10-31,2024-11-24,RETURNED
2029,326,1005,2024-04-09,,OUT
2030,1499,754,2024-08-02,2024-08-15,RETURNED
2031,590,1960,2024-05-15,2024-05-17,RETURNED
2032,3148,260,2024-02-27,,OUT
2033,295,317,2024-05-17,2024-06-08,RETURNED
2034,4244,1681,2024-10-06,2024-11-03,RETURNED
2035,2396,1408,2024-03-05,,OUT
2036,4059,1694,2024-02-28,2024-03-10,RETURNED
2037,1036,310,2024-04-10,,OUT
2038,4407,1334,2024-05-30,,OUT
2039,2995,1299,2024-04-03,2024-04-16,RETURNED
2040,2943,1659,2024-10-18,2024-10-30,RETURNED
2041,1269,1680,2024-05-16,,OUT
2042,2192,1424,2024-08-15,2024-08-26,RETURNED
2043,3866,797,2024-03-29,,OUT
2044,1455,1218,2024-10-05,2024-10-27,RETURNED
2045,866,1069,2024-08-22,,OUT
2046,4251,1150,2024-12-10,2024-12-16,RETURNED
2047,3648,82,2024-03-24,2024-03-29,RETURNED
2048,2201,645,2024-10-05,2024-10-10,RETURNED
2049,2416,1687,2024-12-08,,OUT
2050,3543,1790,2024-08-17,,OUT
2051,1883,1481,2024-10-10,2024-10-27,RETURNED
2052,2451,1412,2024-12-02,2024-12-05,RETURNED
2053,167,1067,2024-07-27,,OUT
2054,3332,1639,2024-12-01,2024-12-21,RETURNED
2055,649,1228,2024-05-24,,OUT
2056,3406,1830,2024-08-11,2024-08-20,RETURNED
2057,1113,669,2024-01-17,2024-01-28,RETURNED
2058,3114,1348,2024-03-18,2024-03-29,RETURNED
2059,3043,1205,2024-04-26,2024-05-14,RETURNED
2060,2086,237,2024-10-23,2024-10-29,RETURNED
2061,932,1879,2024-11-07,2024-12-01,RETURNED
2062,980,696,2024-07-09,2024-08-02,RETURNED
2063,1550,1137,2024-09-19,,OUT
2064,4692,1342,2024-08-19,,OUT
2065,1955,1070,2024-05-30,2024-06-06,RETURNED
2066,3159,1996,2024-06-23,2024-06-29,RETURNED
2067,4046,1507,2024-08-08,2024-08-11,RETURNED
2068,1005,1878,2024-12-19,,OUT
2069,3921,791,2024-03-03,2024-03-27,RETURNED
2070,4105,1535,2024-08-01,2024-08-24,RETURNED
2071,20,1822,2024-05-19,2024-06-05,RETURNED
2072,469,1860,2024-10-11,2024-10-17,RETURNED
2073,4286,1310,2024-05-26,,OUT
2074,997,25,2024-08-11,2024-09-03,RETURNED
2075,3212,561,2024-11-18,2024-12-10,RETURNED
2076,2934,872,2024-01-23,2024-01-29,RETURNED
2077,478,1915,2024-12-08,2024-12-25,RETURNED
2078,3624,423,2024-03-19,2024-04-15,RETURNED
2079,2730,1528,2024-07-22,,OUT
2080,4567,1281,2024-02-01,2024-02-29,RETURNED
2081,4992,114,2024-06-28,2024-07-19,RETURNED
2082,125,713,2024-12-10,,OUT
2083,2717,59,2024-04-13,,OUT
2084,196,1746,2024-04-15,,OUT
2085,84,1439,2024-04-25,,OUT
2086,2770,1318,2024-05-20,2024-05-26,RETURNED
2087,1910,1957,2024-11-21,,OUT
2088,4242,1229,2024-09-26,,OUT
2089,3862,1919,2024-11-24,2024-12-19,RETURNED
2090,1939,1028,2024-10-28,,OUT
2091,3423,103,2024-09-21,2024-10-19,RETURNED
2092,4020,1287,2024-04-06,2024-05-01,RETURNED
2093,3255,698,2024-05-29,2024-06-13,RETURNED
2094,2053,847,2024-01-31,,OUT
2095,691,1314,2024-01-17,2024-02-15,RETURNED
2096,1548,1280,2024-12-28,2024-12-30,RETURNED
2097,694,866,2024-11-16,2024-11-28,RETURNED
2098,4245,1019,2024-06-29,,OUT
2099,165,1945,2024-01-28,2024-02-08,RETURNED
2100,159,26,2024-11-14,2024-11-26,RETURNED
2101,4223,1317,2024-05-25,,OUT
2102,2189,628,2024-11-13,2024-11-16,RETURNED
2103,4670,747,2024-12-30,2024-12-31,RETURNED
2104,947,1864,2024-08-19,2024-09-08,RETURNED
2105,2937,41,2024-04-08,2024-04-17,RETURNED
2106,2084,1252,2024-12-20,,OUT
2107,1832,1478,2024-01-28,,OUT
2108,4259,1508,2024-12-26,,OUT
2109,2663,755,2024-02-26,2024-03-25,RETURNED
2110,3393,1611,2024-12-05,,OUT
2111,211,1149,2024-11-01,2024-11-19,RETURNED
2112,3652,719,2024-06-13,2024-07-09,RETURNED
2113,4485,1287,2024-07-22,2024-08-18,RETURNED
2114,499,805,2024-12-14,2024-12-31,RETURNED
2115,2260,403,2024-01-16,2024-01-23,RETURNED
2116,4231,995,2024-06-09,,OUT
2117,3905,1726,2024-10-06,2024-11-02,RETURNED
2118,1581,1768,2024-07-18,,OUT
2119,780,1126,2024-05-31,2024-06-15,RETURNED
2120,3754,1848,2024-05-11,,OUT
2121,4584,1510,2024-10-28,,OUT
2122,3436,776,2024-02-23,2024-03-15,RETURNED
2123,2257,1436,2024-09-09,,OUT
2124,1521,1651,2024-02-07,2024-02-10,RETURNED
2125,2364,403,2024-02-20,2024-03-21,RETURNED
2126,9,1381,2024-10-19,2024-11-04,RETURNED
2127,884,1304,2024-01-23,,OUT
2128,324,1566,2024-03-20,2024-03-27,RETURNED
2129,2331,1244,2024-04-01,2024-04-21,RETURNED
2130,678,1125,2024-04-26,2024-05-04,RETURNED
2131,3395,356,2024-10-07,2024-10-11,RETURNED
2132,4599,1259,2024-11-08,2024-11-16,RETURNED
2133,1306,1115,2024-05-11,2024-06-07,RETURNED
2134,451,1676,2024-08-25,2024-08-30,RETURNED
2135,3396,1754,2024-12-06,2024-12-13,RETURNED
2136,1776,350,2024-05-12,2024-06-11,RETURNED
2137,4829,1626,2024-02-19,,OUT
2138,424,1395,2024-03-31,,OUT
2139,2827,1204,2024-12-20,,OUT
2140,1840,433,2024-12-24,2024-12-31,RETURNED
2141,1729,1533,2024-06-01,,OUT
2142,904,39,2024-07-10,2024-08-02,RETURNED
2143,581,1252,2024-09-29,,OUT
2144,357,1845,2024-04-26,,OUT
2145,2924,306,2024-08-19,,OUT
2146,2068,524,2024-02-05,2024-02-14,RETURNED
2147,465,1451,2024-06-02,,OUT
2148,60,1018,2024-06-30,2024-07-09,RETURNED
2149,295,682,2024-11-18,2024-12-09,RETURNED
2150,2966,1370,2024-11-17,,OUT
2151,3075,1708,2024-06-04,,OUT
2152,1179,821,2024-05-26,2024-05-27,RETURNED
2153,3891,338,2024-12-27,,OUT
2154,2046,1794,2024-05-19,,OUT
2155,805,1343,2024-08-10,,OUT
2156,4606,1055,2024-06-01,,OUT
2157,1803,761,2024-09-07,2024-09-15,RETURNED
2158,540,613,2024-10-10,2024-11-05,RETURNED
2159,37,1077,2024-02-20,,OUT
2160,1312,1617,2024-07-24,,OUT
2161,1886,426,2024-03-13,2024-03-27,RETURNED
2162,679,1216,2024-05-04,2024-05-05,RETURNED
2163,1080,88,2024-08-16,2024-08-29,RETURNED
2164,2404,913,2024-04-16,2024-05-10,RETURNED
2165,2610,1462,2024-09-27,,OUT
2166,4458,1529,2024-12-15,,OUT
2167,3890,542,2024-06-05,,OUT
2168,742,956,2024-01-22,2024-01-28,RETURNED
2169,1976,1826,2024-01-13,2024-02-05,RETURNED
2170,4440,1657,2024-11-01,,OUT
2171,3579,321,2024-11-13,2024-12-02,RETURNED
2172,3779,1048,2024-09-22,,OUT
2173,4178,1311,2024-05-20,,OUT
2174,762,1982,2024-08-28,2024-09-08,RETURNED
2175,510,503,2024-08-08,,OUT
2176,4915,165,2024-11-04,,OUT
2177,992,317,2024-08-26,,OUT
2178,4342,160,2024-01-31,2024-02-25,RETURNED
2179,4221,1559,2024-05-14,2024-06-09,RETURNED
2180,3336,650,2024-03-10,,OUT
2181,4585,271,2024-08-06,2024-08-13,RETURNED
2182,2294,438,2024-01-30,,OUT
2183,3154,1792,2024-04-22,,OUT
2184,1187,1155,2024-07-08,2024-08-07,RETURNED
2185,704,30,2024-04-10,2024-04-20,RETURNED
2186,841,753,2024-05-25,,OUT
2187,4708,684,2024-09-23,,OUT
2188,4447,652,2024-12-21,2024-12-25,RETURNED
2189,1341,41,2024-09-25,,OUT
2190,4724,1928,2024-03-28,,OUT
2191,560,841,2024-04-09,,OUT
2192,128,1803,2024-03-01,2024-03-26,RETURNED
2193,2988,515,2024-03-02,2024-03-24,RETURNED
2194,4218,559,2024-03-08,2024-03-30,RETURNED
2195,1734,1285,2024-08-02,2024-08-06,RETURNED
2196,3332,1328,2024-02-15,2024-02-22,RETURNED
2197,87,229,2024-06-05,2024-06-09,RETURNED
2198,783,1864,2024-01-24,2024-02-03,RETURNED
2199,4873,1029,2024-10-20,2024-11-11,RETURNED
2200,2705,844,2024-08-30,2024-09-23,RETURNED
2201,4493,1953,2024-06-20,2024-07-04,RETURNED
2202,2126,1728,2024-12-17,2024-12-31,RETURNED
2203,3199,243,2024-10-02,,OUT
2204,429,555,2024-04-05,2024-05-02,RETURNED
2205,756,856,2024-04-17,,OUT
2206,482,252,2024-08-08,2024-08-15,RETURNED
2207,789,471,2024-11-02,,OUT
2208,3889,398,2024-07-24,,OUT
2209,4720,1119,2024-05-29,,OUT
2210,4366,1190,2024-11-05,2024-12-01,RETURNED
2211,1662,762,2024-10-04,2024-10-14,RETURNED
2212,2201,1079,2024-06-23,,OUT
2213,1137,549,2024-02-02,2024-02-26,RETURNED
2214,3066,1270,2024-02-24,2024-03-17,RETURNED
2215,3424,598,2024-10-14,2024-11-04,RETURNED
2216,4997,1721,2024-08-25,2024-09-04,RETURNED
2217,2492,1493,2024-01-10,2024-01-12,RETURNED
2218,944,1574,2024-05-21,2024-06-09,RETURNED
2219,1636,511,2024-09-06,,OUT
2220,2197,955,2024-03-25,2024-03-30,RETURNED
2221,902,1776,2024-07-17,2024-07-20,RETURNED
2222,2771,960,2024-08-24,2024-08-27,RETURNED
